Year,BCC-CSM1.1_RCP2.6,CESM1-CAM5_RCP2.6,GFDL-CM3_RCP2.6,GISS-EL-R_RCP2.6,HadGEM2-ES_RCP2.6,NorESM1-M_RCP2.6,ENS-AV_RCP2.6,BCC-CSM1.1_RCP4.5,CESM1-CAM5_RCP4.5,GFDL-CM3_RCP4.5,GISS-EL-R_RCP4.5,HadGEM2-ES_RCP4.5,NorESM1-M_RCP4.5,ENS-AV_RCP4.5,BCC-CSM1.1_RCP6.0,CESM1-CAM5_RCP6.0,GFDL-CM3_RCP6.0,GISS-EL-R_RCP6.0,HadGEM2-ES_RCP6.0,NorESM1-M_RCP6.0,ENS-AV_RCP6.0,BCC-CSM1.1_RCP8.5,CESM1-CAM5_RCP8.5,GFDL-CM3_RCP8.5,GISS-EL-R_RCP8.5,HadGEM2-ES_RCP8.5,NorESM1-M_RCP8.5,ENS-AV_RCP8.5
2038,2,0,2,9,6,4,4,1,10,14,5,1,11,7,5,5,3,8,6,1,5,2,14,10,3,3,4,6
2039,2,1,3,3,5,6,3,5,1,0,3,7,3,3,2,2,2,4,6,1,3,8,15,6,7,4,2,7
2040,0,4,13,13,2,2,6,4,11,1,4,3,5,5,8,1,7,4,3,4,5,1,5,6,2,2,2,3
2041,2,2,7,4,7,0,4,4,1,2,2,4,7,3,8,3,6,5,4,1,5,6,8,15,2,4,4,7
2042,2,2,2,5,9,3,4,2,2,8,2,1,7,4,2,6,6,5,7,4,5,5,3,5,4,12,5,6
2043,3,0,1,1,7,3,3,4,3,7,13,5,5,6,0,6,2,6,0,4,3,5,5,15,1,4,1,5
2044,1,7,4,7,4,5,5,3,7,11,1,3,4,5,3,0,4,4,3,7,4,6,10,5,2,2,2,5
2045,1,3,10,5,2,2,4,8,3,1,8,9,10,7,7,5,4,3,2,6,5,7,6,6,1,12,2,6
2046,3,2,0,3,1,4,2,15,7,4,6,6,12,8,6,1,11,1,3,7,5,9,6,9,5,3,9,7
2047,3,5,6,8,4,6,5,7,7,7,3,12,2,6,7,3,10,7,6,3,6,7,4,11,1,5,13,7
2048,5,3,3,1,1,3,3,10,12,7,3,9,3,7,4,6,2,4,4,5,4,12,9,6,4,13,6,8
2049,5,3,6,8,5,9,6,0,4,3,2,11,11,5,6,4,1,7,7,4,5,5,4,8,8,6,9,7
2050,4,0,3,4,2,3,3,5,1,17,0,1,1,4,7,4,4,1,6,6,5,2,8,8,8,5,9,7
2051,3,5,5,4,2,4,4,6,5,3,5,9,3,5,7,5,3,6,3,6,5,1,5,4,5,15,4,6
2052,7,6,5,9,2,2,5,6,8,4,3,11,4,6,2,11,6,7,3,2,5,4,5,7,1,9,1,5
2053,5,6,8,3,1,9,5,9,6,8,10,4,1,6,4,1,0,1,6,4,3,4,5,6,7,6,7,6
2054,4,2,5,5,11,5,5,11,5,10,2,10,6,7,3,2,12,2,2,8,5,2,3,12,7,6,10,7
2055,5,3,0,0,2,2,2,11,4,8,5,2,6,6,0,9,7,1,2,9,5,4,8,6,1,9,11,7
2056,6,6,1,4,6,5,5,1,6,8,3,5,1,4,10,6,7,14,2,1,7,7,10,7,4,7,4,7
2057,4,2,3,1,2,1,2,6,3,8,4,2,5,5,0,3,6,0,1,11,4,3,12,12,7,9,9,9
2058,2,5,1,4,2,2,3,6,11,14,0,1,1,6,2,3,2,3,4,3,3,6,6,6,13,6,5,7
2059,5,0,9,4,3,3,4,5,7,0,6,5,7,5,9,6,9,9,8,5,8,12,9,12,2,6,5,8
2060,0,8,1,2,6,2,3,8,5,7,4,5,5,6,6,8,2,3,7,7,6,9,9,10,11,8,9,9
2061,7,6,7,3,5,3,5,5,11,5,4,6,2,6,8,7,8,5,2,8,6,10,13,6,8,10,4,9
2062,9,2,6,3,6,4,5,1,6,7,3,8,5,5,5,9,4,8,8,3,6,6,8,10,7,4,1,6
2063,10,3,6,3,5,1,5,3,3,7,13,11,3,7,11,1,10,5,7,4,6,11,5,6,6,7,7,7
2064,3,1,13,4,8,0,5,3,1,2,4,3,2,3,7,10,13,5,1,8,7,2,9,9,9,7,5,7
2065,2,13,1,6,4,9,6,6,2,2,1,12,2,4,13,6,9,0,9,3,7,9,11,22,7,9,10,11
2066,2,9,5,7,5,8,6,4,3,17,6,7,4,7,16,4,5,2,4,17,8,9,9,4,5,17,1,8
2067,0,5,10,1,6,1,4,5,4,9,3,10,8,7,5,3,8,4,4,6,5,7,17,16,4,11,3,10
2068,3,3,5,0,1,2,2,1,9,15,2,5,3,6,5,12,12,2,6,9,8,6,7,14,6,5,0,6
2069,5,8,5,3,1,2,4,4,6,12,4,5,1,5,9,11,16,7,5,3,9,4,9,14,5,9,7,8
2070,6,3,2,8,1,3,4,8,7,8,3,3,6,6,8,8,11,6,13,6,9,11,11,13,15,18,7,13
2071,2,4,3,0,6,8,4,6,8,7,6,6,11,7,5,9,6,2,16,2,7,12,6,17,7,12,13,11
2072,2,5,10,8,0,0,4,8,9,2,10,3,2,6,9,4,4,5,10,3,6,18,16,13,7,13,13,13
2073,4,4,1,9,8,3,5,6,9,14,9,5,6,8,4,14,10,8,14,8,10,5,7,13,4,6,8,7
2074,8,10,10,4,2,3,6,6,2,16,1,12,6,7,6,15,11,3,6,6,8,9,15,5,6,15,10,10
2075,1,11,10,5,10,8,8,9,11,9,0,2,4,6,6,3,10,7,8,4,6,5,9,20,11,13,17,13
2076,10,2,5,2,9,5,6,5,8,8,13,6,4,7,3,1,17,6,2,4,6,9,10,10,15,12,9,11
2077,2,8,5,1,4,0,3,6,10,5,5,6,7,7,5,9,19,6,9,8,9,18,10,12,5,4,14,11
2078,4,2,4,6,0,3,3,8,4,4,12,8,1,6,8,1,8,5,8,6,6,4,8,22,8,7,13,10
2079,1,6,1,2,1,3,2,4,5,6,6,5,3,5,9,9,6,5,12,12,9,15,5,12,6,20,11,12
2080,7,4,5,2,4,2,4,2,2,9,3,5,4,4,11,8,2,5,10,4,7,7,18,15,8,10,3,10
2081,1,11,1,3,11,1,5,5,2,9,4,2,2,4,12,3,12,4,13,2,8,11,8,15,2,12,13,10
2082,7,4,8,2,9,1,5,3,8,5,2,12,7,6,6,8,8,1,11,2,6,12,16,22,15,13,11,15
2083,1,5,10,9,3,6,6,11,4,6,3,15,7,8,11,9,6,10,3,2,7,9,14,19,7,7,12,11
