Year,BCC-CSM1.1_RCP2.6,CESM1-CAM5_RCP2.6,GFDL-CM3_RCP2.6,GISS-EL-R_RCP2.6,HadGEM2-ES_RCP2.6,NorESM1-M_RCP2.6,ENS-AV_RCP2.6,BCC-CSM1.1_RCP4.5,CESM1-CAM5_RCP4.5,GFDL-CM3_RCP4.5,GISS-EL-R_RCP4.5,HadGEM2-ES_RCP4.5,NorESM1-M_RCP4.5,ENS-AV_RCP4.5,BCC-CSM1.1_RCP6.0,CESM1-CAM5_RCP6.0,GFDL-CM3_RCP6.0,GISS-EL-R_RCP6.0,HadGEM2-ES_RCP6.0,NorESM1-M_RCP6.0,ENS-AV_RCP6.0,BCC-CSM1.1_RCP8.5,CESM1-CAM5_RCP8.5,GFDL-CM3_RCP8.5,GISS-EL-R_RCP8.5,HadGEM2-ES_RCP8.5,NorESM1-M_RCP8.5,ENS-AV_RCP8.5
2028,43,46,40,52,46,45,45,31,38,39,32,35,36,35,38,52,50,37,42,36,43,39,40,41,47,49,33,42
2029,57,51,33,42,48,38,45,29,43,33,33,50,44,39,47,55,50,42,45,37,46,28,44,47,30,43,47,40
2030,37,28,39,50,45,35,39,39,37,58,44,36,42,43,43,44,26,41,48,43,41,37,38,46,36,41,33,39
2031,50,40,41,33,56,37,43,39,41,32,38,44,29,37,39,32,45,40,53,47,43,30,46,39,29,37,49,38
2032,42,58,40,37,36,37,42,44,32,39,36,43,46,40,37,43,36,49,40,37,40,39,50,38,38,36,42,41
2033,37,42,52,42,35,30,40,46,49,44,39,37,43,43,37,38,32,44,52,41,41,35,39,34,43,34,42,38
2034,32,35,46,32,41,34,37,46,48,42,33,57,53,47,49,45,41,38,41,42,43,47,43,47,41,39,41,43
2035,35,39,36,42,40,27,37,48,29,40,32,40,42,39,49,48,32,53,35,54,45,36,47,27,45,32,46,39
2036,46,31,24,35,49,39,37,46,32,50,40,36,30,39,43,39,39,50,46,41,43,40,44,48,51,47,37,45
2037,50,42,48,34,41,36,42,35,44,37,40,42,43,40,35,30,33,42,47,41,38,41,50,47,55,42,42,46
2038,42,48,35,41,40,39,41,37,46,37,42,41,30,39,38,39,37,45,45,47,42,33,42,36,41,45,46,41
2039,35,40,48,33,33,38,38,39,29,30,33,36,42,35,27,53,39,35,40,33,38,48,34,35,41,46,36,40
2040,30,44,46,43,38,36,40,46,33,33,41,46,43,40,37,44,47,26,39,43,39,32,35,35,55,52,38,41
2041,45,54,47,39,44,45,46,39,37,44,32,46,37,39,49,31,54,38,39,45,43,30,51,42,53,40,39,43
2042,46,36,47,48,47,50,46,37,42,21,47,60,39,41,49,50,43,39,41,38,43,40,47,46,39,31,32,39
2043,37,38,35,36,41,44,39,40,47,43,45,49,41,44,40,47,36,34,51,32,40,39,41,39,45,42,39,41
2044,46,41,35,41,51,39,42,41,39,35,44,39,47,41,46,43,47,46,41,38,44,47,34,41,39,39,38,40
2045,32,43,40,36,49,45,41,32,42,45,46,44,38,41,44,38,34,37,53,41,41,49,28,54,39,46,36,42
2046,44,55,51,41,46,34,45,28,40,36,36,41,35,36,33,44,38,40,47,38,40,43,34,34,34,44,35,37
2047,24,41,36,36,47,34,36,52,37,43,37,35,44,41,36,47,42,44,46,40,43,26,31,37,47,47,37,38
2048,46,33,43,48,34,27,39,43,37,39,35,52,49,43,35,41,42,35,35,42,38,39,41,38,58,37,38,42
2049,29,30,38,44,47,34,37,44,30,29,43,46,45,40,41,38,35,52,43,39,41,32,36,34,41,37,38,36
2050,36,46,39,40,53,45,43,35,49,30,52,44,45,43,33,48,49,36,29,37,39,42,36,41,45,36,40,40
2051,43,38,34,41,38,36,38,44,37,60,44,46,46,46,33,47,42,45,43,33,41,39,42,48,42,38,47,43
2052,38,42,31,37,53,33,39,38,38,38,31,40,51,39,38,31,50,45,47,37,41,37,45,45,48,39,34,41
2053,32,47,40,43,38,30,38,39,37,53,33,30,51,41,39,44,32,37,32,38,37,35,38,47,33,49,39,40
2054,48,50,43,38,42,48,45,43,39,33,39,34,38,38,48,52,28,31,43,38,40,34,46,36,42,39,36,39
2055,53,37,56,42,47,43,46,40,52,42,36,50,39,43,40,39,44,49,48,41,44,36,38,43,41,47,28,39
2056,31,34,55,51,46,42,43,30,35,47,42,44,38,39,44,43,39,46,46,22,40,38,26,33,39,37,41,36
2057,41,41,48,39,45,39,42,43,35,29,44,54,34,40,57,43,33,31,48,38,42,35,33,35,46,38,36,37
2058,50,34,38,53,57,31,44,44,28,41,43,55,35,41,36,43,44,42,36,51,42,40,38,32,40,40,41,39
2059,27,46,32,44,49,36,39,41,36,44,41,38,38,40,30,51,30,44,44,43,40,40,33,30,33,32,37,34
2060,39,30,46,42,41,36,39,39,58,46,33,40,36,42,41,47,51,30,39,33,40,40,50,37,40,46,43,43
2061,40,59,38,59,41,44,47,34,43,40,43,38,36,39,47,36,43,45,39,27,40,37,46,42,41,38,41,41
2062,39,45,44,31,49,49,43,35,44,46,41,55,30,42,46,33,33,30,44,36,37,38,39,43,40,38,44,40
2063,40,39,39,31,54,51,42,31,56,44,42,44,40,43,34,37,35,38,35,49,38,49,40,40,34,49,41,42
2064,43,38,32,41,36,57,41,44,44,46,39,51,38,44,41,44,29,31,45,35,38,28,40,29,35,32,30,32
2065,42,32,32,54,40,44,41,42,44,44,32,50,41,42,43,44,36,43,36,39,40,41,36,53,46,33,28,40
2066,40,52,47,50,26,44,43,45,50,34,41,44,32,41,23,44,32,48,42,29,36,35,28,33,39,43,39,36
2067,41,41,37,53,39,35,41,31,48,32,41,33,40,38,39,30,43,45,49,46,42,44,43,41,47,34,38,41
2068,36,45,35,40,51,46,42,45,39,38,44,48,57,45,38,37,34,41,46,41,40,36,46,40,51,33,51,43
2069,48,50,46,39,40,33,43,47,45,31,46,48,44,44,43,39,35,32,36,33,36,50,61,27,40,35,47,43
2070,42,54,45,47,43,45,46,27,35,37,39,48,45,39,32,45,34,38,37,40,38,38,46,40,37,35,54,42
2071,42,32,35,42,41,34,38,34,47,37,37,45,46,41,34,40,34,52,44,38,40,35,47,40,37,31,31,37
2072,50,54,26,42,35,51,43,43,55,41,30,26,41,39,34,36,41,44,47,38,40,28,36,40,35,40,38,36
2073,41,44,40,29,44,33,39,44,39,35,28,45,40,39,45,33,40,39,53,33,41,34,49,38,35,46,43,41
2074,45,34,39,52,46,47,44,42,30,29,37,37,47,37,39,42,35,37,46,43,40,38,33,45,34,37,44,39
2075,55,46,48,37,48,49,47,41,45,41,36,52,37,42,37,30,37,46,40,38,38,43,45,36,42,40,18,37
2076,35,50,43,34,42,42,41,33,40,50,45,45,44,43,38,41,42,42,37,46,41,46,48,26,38,44,52,42
2077,47,31,43,38,39,48,41,49,42,41,38,42,45,43,39,39,40,50,43,41,42,44,43,41,41,33,37,40
2078,50,40,30,30,42,47,40,45,46,42,41,46,38,43,36,51,38,44,34,50,42,36,32,30,28,35,36,33
2079,40,50,48,37,51,37,44,46,41,40,39,50,38,42,41,34,46,48,45,38,42,41,40,39,37,40,45,40
2080,30,33,42,42,30,43,37,31,44,39,47,43,43,41,27,54,31,33,45,33,37,41,22,33,41,38,44,37
2081,43,44,41,42,33,41,41,31,43,38,34,36,45,38,34,45,32,40,42,42,39,39,54,24,43,45,35,40
2082,44,47,36,38,44,37,41,39,47,33,33,28,32,35,45,48,39,40,35,38,41,35,45,33,35,38,33,37
2083,43,58,35,40,45,42,44,35,46,33,40,41,39,39,38,42,30,40,39,43,39,48,42,40,38,36,41,41
2084,33,47,37,44,35,43,40,45,36,41,54,46,39,44,34,43,36,50,35,47,41,38,39,42,38,36,39,39
2085,39,46,43,33,34,45,40,48,33,37,53,41,39,42,42,42,44,43,46,39,43,37,43,40,44,32,44,40
2086,38,40,40,43,51,30,40,29,46,29,36,34,35,35,41,21,38,33,48,33,36,38,50,38,38,38,38,40
2087,39,56,41,47,46,45,46,37,45,32,38,41,28,37,39,27,38,46,42,47,40,47,39,36,37,47,33,40
2088,38,41,47,29,40,50,41,43,44,49,23,45,44,41,35,37,32,31,50,41,38,39,34,38,25,50,48,39
2089,50,38,43,43,34,50,43,32,46,36,44,43,55,43,49,43,49,41,38,42,44,33,36,36,39,39,37,37
2090,42,46,41,32,42,33,39,29,40,35,42,39,37,37,37,37,33,43,39,35,37,38,37,30,44,45,41,39
2091,40,41,41,43,44,34,41,35,42,33,30,41,39,37,36,39,26,52,42,33,38,22,48,37,44,38,43,39
2092,47,49,38,37,35,35,40,39,37,41,37,38,60,42,29,35,37,34,35,35,34,31,51,35,38,42,39,39
2093,41,38,35,40,49,45,41,40,37,36,40,33,49,39,38,47,41,41,43,36,41,40,41,36,37,45,53,42
2094,34,45,44,43,34,42,40,52,42,45,36,32,30,40,30,33,32,41,45,37,36,38,35,36,41,42,36,38
2095,33,44,39,43,49,46,42,29,45,32,49,41,35,39,46,41,41,40,38,46,42,38,36,25,41,36,38,36
2096,34,43,39,29,35,41,37,36,38,49,47,46,33,42,39,38,33,50,36,47,41,40,48,49,48,35,42,44
2097,48,43,40,38,44,55,45,50,29,23,42,34,27,34,34,48,38,43,39,31,39,52,38,39,29,44,42,41
2098,45,36,50,45,42,33,42,38,48,29,59,32,32,40,35,45,35,40,38,25,36,24,40,42,38,36,39,37
2099,42,41,36,35,40,43,40,41,45,36,48,47,34,42,42,49,33,25,45,52,41,43,43,36,43,39,45,42
2100,25,46,31,51,33,26,35,43,47,39,43,57,51,47,30,42,24,55,36,35,37,27,31,37,41,36,51,37
