Year,BCC-CSM1.1_RCP2.6,CESM1-CAM5_RCP2.6,GFDL-CM3_RCP2.6,GISS-EL-R_RCP2.6,HadGEM2-ES_RCP2.6,NorESM1-M_RCP2.6,ENS-AV_RCP2.6,BCC-CSM1.1_RCP4.5,CESM1-CAM5_RCP4.5,GFDL-CM3_RCP4.5,GISS-EL-R_RCP4.5,HadGEM2-ES_RCP4.5,NorESM1-M_RCP4.5,ENS-AV_RCP4.5,BCC-CSM1.1_RCP6.0,CESM1-CAM5_RCP6.0,GFDL-CM3_RCP6.0,GISS-EL-R_RCP6.0,HadGEM2-ES_RCP6.0,NorESM1-M_RCP6.0,ENS-AV_RCP6.0,BCC-CSM1.1_RCP8.5,CESM1-CAM5_RCP8.5,GFDL-CM3_RCP8.5,GISS-EL-R_RCP8.5,HadGEM2-ES_RCP8.5,NorESM1-M_RCP8.5,ENS-AV_RCP8.5
2055,26,35,24,30,22,22,27,36,30,30,20,32,29,30,22,28,25,28,35,23,27,31,27,36,27,21,35,30
2056,32,39,25,34,26,28,31,24,20,25,32,27,30,26,30,24,28,24,18,30,26,29,36,28,28,30,21,29
2057,23,31,23,27,28,23,26,33,28,27,25,35,23,29,21,34,26,26,34,28,28,27,26,24,28,26,24,26
2058,31,23,27,29,36,29,29,19,22,28,21,26,28,24,21,36,25,27,35,27,29,27,29,30,32,28,25,29
2059,28,26,31,26,30,36,30,27,19,25,27,22,31,25,32,33,27,31,25,22,28,27,30,25,24,24,23,26
2060,30,25,28,28,33,29,29,38,36,24,28,33,25,31,26,33,25,24,28,30,28,32,28,27,28,26,27,28
2061,33,27,28,35,20,39,30,24,32,27,33,25,21,27,25,27,30,21,29,27,27,31,29,17,22,28,30,26
2062,20,22,30,33,34,25,27,25,28,23,26,27,22,25,34,37,23,27,37,27,31,22,22,24,23,28,28,25
2063,25,31,27,29,27,19,26,30,30,26,28,22,41,30,31,27,31,38,36,20,31,34,26,25,36,31,19,29
2064,26,34,31,31,30,34,31,28,32,26,33,33,29,30,26,23,23,31,29,29,27,26,24,27,26,26,26,26
2065,22,29,21,27,28,30,26,21,30,35,29,29,28,29,35,27,32,31,28,28,30,26,27,26,28,30,29,28
2066,32,27,29,29,34,29,30,24,27,25,26,32,17,25,34,25,32,36,28,25,30,33,28,28,25,28,18,27
2067,37,30,27,37,28,33,32,28,29,30,36,38,26,31,33,25,31,31,29,27,29,33,29,31,29,27,26,29
2068,35,28,30,22,29,22,28,27,27,22,29,26,26,26,18,29,22,28,28,27,25,20,33,29,24,19,27,25
2069,20,35,30,25,33,30,29,28,36,34,29,31,28,31,31,24,26,29,38,32,30,21,29,24,31,29,31,28
2070,30,29,31,26,28,25,28,22,29,29,29,38,40,31,27,31,27,25,23,35,28,26,18,23,28,37,28,27
2071,33,34,31,30,27,26,30,28,31,31,32,33,26,30,26,34,32,29,25,24,28,21,26,31,32,32,33,29
2072,31,29,28,26,27,24,28,27,26,26,28,30,26,27,32,28,27,28,23,21,27,24,19,26,29,27,27,25
2073,29,30,28,36,29,24,29,27,23,25,32,23,20,25,29,22,30,31,27,22,27,19,25,26,26,32,33,27
2074,28,26,27,29,21,26,26,31,28,23,34,26,19,27,26,26,32,28,30,26,28,37,22,25,24,28,23,27
2075,30,37,26,27,29,26,29,23,30,22,31,24,28,26,27,23,30,34,34,20,28,29,21,26,24,28,21,25
2076,31,25,22,31,27,27,27,19,23,25,27,31,23,25,31,25,22,17,29,27,25,22,33,27,26,30,30,28
2077,26,25,25,27,35,30,28,23,23,28,31,34,17,26,29,24,25,32,18,27,26,26,24,23,29,28,22,25
2078,23,28,33,23,30,28,28,25,26,30,21,27,33,27,29,33,38,17,25,26,28,19,33,31,36,26,24,28
2079,26,37,31,16,29,29,28,28,28,28,27,25,25,27,27,30,32,28,31,23,29,20,34,30,21,29,26,27
2080,30,26,27,35,34,34,31,27,22,34,23,28,27,27,25,29,20,27,33,23,26,29,28,21,26,32,29,28
2081,33,29,30,31,27,29,30,26,24,21,21,25,26,24,31,29,22,30,38,35,31,29,34,23,31,26,19,27
2082,25,27,27,28,28,29,27,24,27,30,29,30,31,29,30,28,26,24,28,22,26,27,27,30,21,20,36,27
2083,28,25,28,29,43,28,30,23,21,26,25,25,28,25,34,25,28,29,23,24,27,29,26,23,37,26,37,30
2084,24,35,25,23,28,30,28,32,32,23,33,24,32,29,31,26,26,23,24,30,27,26,26,26,28,33,21,27
2085,24,27,27,30,31,29,28,27,28,27,36,24,28,28,38,24,24,31,24,27,28,23,21,25,35,23,26,26
2086,33,26,32,29,33,30,31,17,47,27,28,27,21,28,20,27,27,35,30,27,28,31,24,27,28,28,26,27
2087,29,28,29,29,23,25,27,25,31,31,18,33,23,27,28,26,29,28,21,31,27,24,28,18,20,24,26,23
2088,32,27,28,27,27,19,27,34,25,30,30,24,29,29,23,21,27,33,27,23,26,27,32,27,31,36,29,30
2089,23,29,24,22,33,30,27,27,28,30,29,30,26,28,34,23,27,27,28,37,29,30,27,28,26,29,21,27
2090,33,31,33,29,28,28,30,20,26,28,21,27,26,25,28,28,35,28,26,19,27,22,30,27,27,23,22,25
2091,28,23,31,24,17,18,24,27,25,19,23,19,20,22,28,31,25,24,27,25,27,24,21,24,24,31,23,25
2092,18,27,26,23,24,31,25,33,28,28,31,26,26,29,26,33,26,28,28,29,28,20,21,32,25,24,24,24
2093,24,30,20,30,29,20,26,21,31,27,26,28,28,27,24,21,25,37,32,32,29,30,35,24,22,34,26,29
2094,28,27,30,27,28,22,27,22,24,28,22,31,33,27,23,27,26,26,29,22,26,23,30,30,33,30,30,29
2095,23,30,25,29,28,26,27,23,28,27,21,28,22,25,25,25,28,26,21,29,26,17,18,27,36,30,24,25
2096,34,24,31,19,32,24,27,25,19,28,36,27,25,27,31,27,22,29,28,23,27,25,30,28,26,29,27,28
2097,21,28,27,33,33,34,29,27,33,25,21,17,23,24,25,26,23,31,32,30,28,27,28,24,28,32,25,27
2098,27,34,28,25,22,27,27,26,30,23,34,20,26,27,26,29,27,27,31,27,28,32,33,23,21,33,28,28
2099,28,28,35,36,29,22,30,22,31,20,31,30,29,27,29,23,26,26,23,31,26,21,24,25,35,25,23,26
2100,29,29,19,15,30,28,25,29,29,22,29,37,30,29,44,33,22,29,40,19,31,26,33,25,34,26,25,28
