Year,BCC-CSM1.1_RCP2.6,CESM1-CAM5_RCP2.6,GFDL-CM3_RCP2.6,GISS-EL-R_RCP2.6,HadGEM2-ES_RCP2.6,NorESM1-M_RCP2.6,ENS-AV_RCP2.6,BCC-CSM1.1_RCP4.5,CESM1-CAM5_RCP4.5,GFDL-CM3_RCP4.5,GISS-EL-R_RCP4.5,HadGEM2-ES_RCP4.5,NorESM1-M_RCP4.5,ENS-AV_RCP4.5,BCC-CSM1.1_RCP6.0,CESM1-CAM5_RCP6.0,GFDL-CM3_RCP6.0,GISS-EL-R_RCP6.0,HadGEM2-ES_RCP6.0,NorESM1-M_RCP6.0,ENS-AV_RCP6.0,BCC-CSM1.1_RCP8.5,CESM1-CAM5_RCP8.5,GFDL-CM3_RCP8.5,GISS-EL-R_RCP8.5,HadGEM2-ES_RCP8.5,NorESM1-M_RCP8.5,ENS-AV_RCP8.5
2032,10,12,3,7,5,4,7,8,6,6,7,4,7,6,5,10,11,3,4,3,6,6,8,9,6,5,9,7
2033,11,7,9,2,6,9,7,8,7,6,6,9,14,8,6,5,10,6,4,6,6,5,8,12,9,3,4,7
2034,3,5,10,10,5,4,6,5,9,11,1,6,2,6,4,5,3,3,7,8,5,7,15,12,6,6,10,9
2035,9,4,5,3,3,6,5,1,7,8,1,6,4,5,8,4,6,4,2,2,4,2,9,12,8,8,1,7
2036,5,10,6,7,9,3,7,15,8,14,3,9,8,10,7,11,7,4,5,3,6,4,3,9,4,9,9,6
2037,9,4,11,6,7,10,8,8,5,9,4,6,6,6,1,8,7,3,3,9,5,12,15,8,3,8,8,9
2038,5,9,8,5,8,8,7,13,5,18,12,10,3,10,5,5,8,7,4,11,7,6,5,13,6,9,12,9
2039,9,3,12,1,2,8,6,9,9,8,3,6,2,6,6,7,8,4,2,4,5,7,7,8,11,10,5,8
2040,4,2,5,11,12,9,7,6,3,12,1,6,11,7,6,8,9,9,2,4,6,8,9,5,6,9,13,8
2041,13,2,8,8,10,8,8,12,5,6,9,6,4,7,4,9,2,4,6,12,6,7,10,8,12,7,5,8
2042,6,3,2,10,8,2,5,12,6,6,2,5,5,6,15,2,9,3,5,5,7,5,7,1,3,7,10,6
2043,6,6,8,4,6,5,6,4,7,8,12,11,8,8,11,2,2,1,6,2,4,7,20,7,6,7,3,8
