Year,BCC-CSM1.1_RCP2.6,CESM1-CAM5_RCP2.6,GFDL-CM3_RCP2.6,GISS-EL-R_RCP2.6,HadGEM2-ES_RCP2.6,NorESM1-M_RCP2.6,ENS-AV_RCP2.6,BCC-CSM1.1_RCP4.5,CESM1-CAM5_RCP4.5,GFDL-CM3_RCP4.5,GISS-EL-R_RCP4.5,HadGEM2-ES_RCP4.5,NorESM1-M_RCP4.5,ENS-AV_RCP4.5,BCC-CSM1.1_RCP6.0,CESM1-CAM5_RCP6.0,GFDL-CM3_RCP6.0,GISS-EL-R_RCP6.0,HadGEM2-ES_RCP6.0,NorESM1-M_RCP6.0,ENS-AV_RCP6.0,BCC-CSM1.1_RCP8.5,CESM1-CAM5_RCP8.5,GFDL-CM3_RCP8.5,GISS-EL-R_RCP8.5,HadGEM2-ES_RCP8.5,NorESM1-M_RCP8.5,ENS-AV_RCP8.5
1971,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,,,,,,#DIV/0!
2064,31,26,23,25,28,35,28,24,25,18,18,28,20,22,20,25,26,21,15,32,23,26,28,24,37,15,27,26
2065,19,21,14,25,22,19,20,31,29,14,23,20,17,22,33,18,18,25,26,23,24,18,19,31,27,30,33,26
2066,16,22,26,22,22,37,24,30,31,25,14,25,32,26,20,21,27,24,26,34,25,23,27,22,26,21,37,26
2067,21,25,19,28,18,20,22,20,22,22,23,17,22,21,20,24,28,33,26,16,25,17,21,38,30,19,20,24
2068,24,29,22,21,24,25,24,27,26,17,20,33,30,26,28,31,16,30,25,24,26,25,32,17,19,27,28,25
2069,17,24,28,40,29,20,26,29,25,22,23,23,26,25,22,17,35,25,30,13,24,22,27,34,23,22,29,26
2070,27,17,22,18,30,33,25,30,14,20,17,28,24,22,34,19,30,37,24,29,29,25,23,13,25,26,24,23
2071,21,18,37,22,30,25,26,19,25,21,45,35,37,30,15,30,33,24,31,27,27,21,21,18,14,25,21,20
2072,23,19,22,28,19,18,22,26,30,22,21,28,22,25,22,26,28,20,20,26,24,31,25,20,20,25,25,24
2073,36,22,28,32,28,27,29,26,15,25,24,15,26,22,31,15,35,39,29,27,29,31,17,20,22,26,18,22
2074,28,37,26,23,12,32,26,20,35,17,19,24,25,23,20,23,24,34,26,23,25,17,26,34,32,24,23,26
2075,30,28,39,32,27,19,29,20,26,16,26,31,22,24,23,25,26,30,25,18,25,23,21,36,26,13,26,24
2076,22,31,18,24,28,32,26,18,20,18,41,18,27,24,25,24,28,27,22,20,24,30,26,29,20,22,23,25
2077,26,28,31,21,24,21,25,28,32,8,32,35,25,27,27,39,32,24,21,32,29,22,24,32,22,18,28,24
2078,21,24,32,30,33,25,28,21,25,28,33,17,21,24,35,26,26,33,25,37,30,13,23,28,29,23,13,22
2079,30,20,17,40,31,22,27,15,29,18,28,16,25,22,26,19,41,27,20,19,25,17,15,29,24,27,33,24
2080,26,22,25,25,23,28,25,27,27,17,33,28,19,25,33,25,27,24,26,27,27,28,29,27,36,19,35,29
2081,21,33,32,25,19,23,26,27,24,26,23,20,17,23,25,21,36,26,28,18,26,23,16,16,16,17,23,19
2082,21,25,14,18,30,24,22,23,19,19,25,22,23,22,23,21,22,30,29,37,27,23,25,17,27,25,24,24
2083,35,22,29,21,29,19,26,23,18,21,24,21,31,23,19,24,19,36,23,18,23,19,30,19,28,23,28,25
2084,27,28,22,23,14,23,23,30,18,32,30,17,25,25,19,30,26,26,18,19,23,23,21,31,19,25,20,23
2085,20,25,17,25,26,29,24,22,15,29,27,22,24,23,28,26,26,21,27,28,26,24,31,25,26,24,27,26
2086,24,28,24,23,27,42,28,35,20,19,28,27,25,26,21,27,29,30,23,26,26,25,27,18,20,17,19,21
2087,18,21,25,23,10,32,22,25,20,23,29,24,30,25,17,19,22,20,16,13,18,36,18,22,31,30,25,27
2088,22,22,23,21,32,22,24,13,17,22,17,16,27,19,24,30,28,27,37,18,27,21,25,25,22,27,22,24
2089,31,23,21,33,20,24,25,24,28,27,20,18,25,24,19,26,21,17,27,25,23,18,23,31,23,22,22,23
2090,25,14,17,28,23,22,22,21,17,22,21,28,20,22,20,31,22,27,22,32,26,23,24,32,29,31,20,27
2091,27,21,17,23,18,23,22,16,24,31,36,33,25,28,20,23,31,25,28,24,25,31,24,33,23,29,16,26
2092,26,19,32,27,20,21,24,28,19,26,33,23,34,27,30,23,30,29,15,28,26,26,23,14,21,20,28,22
2093,28,28,20,43,33,29,30,14,26,27,23,17,26,22,21,23,32,26,22,23,25,19,25,22,25,15,19,21
2094,22,23,24,18,25,26,23,33,19,16,27,31,25,25,20,18,18,30,33,34,26,29,13,24,31,24,24,24
2095,27,21,20,32,24,20,24,35,34,26,16,25,29,28,30,20,32,26,22,21,25,22,18,28,21,27,27,24
2096,24,26,36,28,21,21,26,30,14,21,28,42,23,26,36,17,23,23,24,19,24,15,20,25,26,31,22,23
2097,22,20,30,24,32,26,26,33,35,28,26,31,25,30,14,26,18,16,24,30,21,24,19,29,12,26,21,22
2098,21,13,21,31,25,36,25,17,17,13,23,23,22,19,20,18,19,20,30,25,22,28,24,25,22,19,26,24
2099,28,28,26,18,26,17,24,22,27,21,32,19,23,24,24,21,29,32,22,25,26,20,18,33,30,22,22,24
2100,25,34,20,30,28,26,27,25,19,20,18,30,21,22,15,26,20,26,17,19,21,24,20,21,39,13,32,25
