Year,BCC-CSM1.1_RCP2.6,CESM1-CAM5_RCP2.6,GFDL-CM3_RCP2.6,GISS-EL-R_RCP2.6,HadGEM2-ES_RCP2.6,NorESM1-M_RCP2.6,ENS-AV_RCP2.6,BCC-CSM1.1_RCP4.5,CESM1-CAM5_RCP4.5,GFDL-CM3_RCP4.5,GISS-EL-R_RCP4.5,HadGEM2-ES_RCP4.5,NorESM1-M_RCP4.5,ENS-AV_RCP4.5,BCC-CSM1.1_RCP6.0,CESM1-CAM5_RCP6.0,GFDL-CM3_RCP6.0,GISS-EL-R_RCP6.0,HadGEM2-ES_RCP6.0,NorESM1-M_RCP6.0,ENS-AV_RCP6.0,BCC-CSM1.1_RCP8.5,CESM1-CAM5_RCP8.5,GFDL-CM3_RCP8.5,GISS-EL-R_RCP8.5,HadGEM2-ES_RCP8.5,NorESM1-M_RCP8.5,ENS-AV_RCP8.5
2033,39,55,49,57,49,59,51,43,47,55,62,48,43,50,47,62,40,67,44,55,53,49,49,45,47,52,41,47
2034,52,44,47,58,51,54,51,54,49,46,53,57,49,51,54,45,54,51,59,49,52,55,63,52,48,55,60,56
2035,52,62,43,60,42,39,50,58,47,61,40,44,49,50,41,58,44,54,58,58,52,41,51,45,55,43,69,51
2036,48,50,59,70,48,47,54,42,47,50,48,51,54,49,43,51,38,64,54,56,51,49,54,64,52,48,47,52
2037,44,55,57,56,51,45,51,45,57,65,57,46,50,53,56,55,43,53,51,55,52,44,41,52,50,57,40,47
2038,52,57,40,51,57,69,54,45,46,53,41,46,47,46,55,59,42,53,47,54,52,52,52,49,51,54,49,51
2039,45,54,47,55,47,49,50,43,58,57,45,65,47,53,46,47,41,44,49,52,47,52,60,46,49,38,53,50
2040,41,58,56,51,47,58,52,57,51,51,59,51,43,52,54,41,44,50,62,53,51,45,53,50,44,36,38,44
2041,42,51,50,54,42,49,48,41,50,46,49,55,53,49,52,52,40,41,58,50,49,56,63,42,58,58,35,52
2042,45,49,57,50,50,60,52,57,51,43,46,51,54,50,45,38,39,49,49,56,46,57,52,43,53,58,50,52
2043,50,47,50,61,47,61,53,47,58,47,57,58,47,52,53,51,46,52,45,51,50,49,52,38,55,66,47,51
2044,49,50,54,46,47,70,53,50,47,38,59,59,29,47,48,63,36,58,31,54,48,40,50,56,43,45,39,46
2045,47,47,52,59,51,52,51,49,42,56,47,58,44,49,49,69,43,42,49,42,49,56,58,57,42,54,49,53
2046,57,46,56,52,51,32,49,60,54,50,53,48,46,52,58,51,46,44,54,57,52,44,49,55,55,41,47,49
2047,39,52,58,44,51,52,49,52,49,58,47,56,46,51,48,43,56,52,53,35,48,48,43,43,51,56,55,49
2048,44,61,43,60,60,69,56,35,51,50,53,57,56,50,46,53,45,51,40,53,48,33,57,45,40,54,49,46
2049,39,48,49,59,49,61,51,59,55,49,58,53,51,54,53,43,32,61,53,53,49,62,42,46,42,55,57,51
