Year,BCC-CSM1.1_RCP2.6,CESM1-CAM5_RCP2.6,GFDL-CM3_RCP2.6,GISS-EL-R_RCP2.6,HadGEM2-ES_RCP2.6,NorESM1-M_RCP2.6,ENS-AV_RCP2.6,BCC-CSM1.1_RCP4.5,CESM1-CAM5_RCP4.5,GFDL-CM3_RCP4.5,GISS-EL-R_RCP4.5,HadGEM2-ES_RCP4.5,NorESM1-M_RCP4.5,ENS-AV_RCP4.5,BCC-CSM1.1_RCP6.0,CESM1-CAM5_RCP6.0,GFDL-CM3_RCP6.0,GISS-EL-R_RCP6.0,HadGEM2-ES_RCP6.0,NorESM1-M_RCP6.0,ENS-AV_RCP6.0,BCC-CSM1.1_RCP8.5,CESM1-CAM5_RCP8.5,GFDL-CM3_RCP8.5,GISS-EL-R_RCP8.5,HadGEM2-ES_RCP8.5,NorESM1-M_RCP8.5,ENS-AV_RCP8.5
1971,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,,,,,,#DIV/0!
2046,28,21,27,29,35,11,25,35,34,31,25,22,21,28,23,23,36,38,23,28,29,19,31,29,27,29,34,28
2047,32,25,26,12,32,23,25,33,29,33,11,25,24,26,38,25,42,25,20,13,27,27,35,19,28,21,47,30
2048,42,36,27,27,18,24,29,21,27,26,27,37,32,28,25,28,36,28,38,27,30,44,30,30,22,46,30,34
2049,28,28,31,15,29,32,27,30,34,45,30,28,27,32,22,37,33,25,26,25,28,27,26,42,39,35,36,34
2050,33,36,11,21,23,14,23,30,11,29,30,33,26,27,21,34,37,15,25,37,28,32,21,39,25,27,22,28
2051,19,24,30,22,27,33,26,35,34,34,34,44,21,34,27,37,39,23,28,28,30,27,41,50,18,40,25,34
2052,19,36,28,23,20,25,25,33,26,40,25,30,27,30,23,29,27,21,34,15,25,36,24,25,21,35,24,28
2053,54,26,35,25,26,26,32,24,30,26,26,37,18,27,18,29,40,35,31,28,30,40,31,27,31,41,17,31
2054,12,18,26,20,31,26,22,34,14,20,22,28,29,25,28,21,33,28,22,16,25,44,37,36,32,38,29,36
2055,50,22,27,24,21,37,30,29,35,43,24,36,25,32,30,39,23,30,32,39,32,37,42,37,25,31,27,33
2056,39,30,32,26,39,25,32,39,29,41,30,32,20,32,38,33,31,20,27,29,30,33,39,23,28,50,18,32
2057,16,25,36,28,20,23,25,16,19,38,20,41,20,26,34,24,34,19,27,23,27,16,29,38,27,35,33,30
2058,25,34,31,34,26,34,31,30,27,39,24,32,34,31,27,21,23,16,37,19,24,16,30,32,27,48,33,31
2059,40,30,45,32,29,29,34,33,29,34,24,32,34,31,40,35,37,43,25,37,36,32,28,48,32,38,32,35
2060,35,20,26,20,27,24,25,30,37,26,38,31,36,33,18,32,30,26,27,20,26,43,28,33,26,30,23,31
2061,32,24,22,27,24,33,27,25,25,32,27,30,30,28,35,29,31,34,29,24,30,20,43,41,30,28,36,33
2062,35,38,18,30,33,14,28,27,28,28,23,41,30,30,24,29,30,22,30,29,27,41,27,42,32,37,31,35
2063,21,25,40,23,25,21,26,26,35,42,34,29,19,31,34,24,46,23,27,15,28,37,40,21,29,35,35,33
2064,21,20,18,27,36,23,24,32,18,42,27,32,22,29,29,29,23,23,29,23,26,35,43,36,26,45,28,36
2065,24,22,41,27,31,22,28,29,20,31,14,33,34,27,32,27,39,32,37,29,33,37,40,51,31,39,25,37
2066,31,26,36,32,24,12,27,32,31,28,23,35,32,30,37,35,37,26,24,22,30,33,32,41,28,37,24,33
2067,16,31,24,15,35,28,25,44,30,28,26,25,30,31,35,31,36,26,33,24,31,33,44,33,25,32,41,35
2068,23,27,32,30,14,25,25,33,19,43,24,23,33,29,24,26,31,24,35,32,29,30,28,32,27,40,25,30
2069,32,28,18,25,31,25,27,27,27,31,16,35,35,29,30,45,29,23,32,25,31,37,28,31,22,40,35,32
2070,37,32,23,17,6,28,24,26,37,30,41,28,21,31,33,29,36,19,25,34,29,42,34,54,24,36,30,37
2071,28,31,24,31,28,16,26,29,33,36,17,31,26,29,29,27,30,28,36,26,29,50,33,40,29,43,27,37
2072,35,29,35,21,35,43,33,20,25,34,34,23,27,27,27,20,28,37,38,16,28,25,27,39,32,42,35,33
2073,20,17,26,34,27,24,25,28,35,39,33,42,23,33,30,39,32,34,24,26,31,49,39,43,42,21,30,37
2074,27,24,32,30,28,27,28,29,24,28,26,34,20,27,36,24,26,32,26,24,28,40,39,33,23,34,33,34
2075,21,30,17,20,23,22,22,40,30,46,24,27,24,32,37,26,35,19,43,30,32,35,33,37,30,50,45,38
2076,24,22,38,29,41,25,30,28,22,38,16,34,24,27,31,35,38,17,34,42,33,30,44,31,41,42,32,37
2077,19,20,31,24,26,31,25,23,21,40,23,20,28,26,37,19,34,39,31,30,32,43,41,29,35,47,32,38
2078,32,21,30,27,18,35,27,32,38,30,21,26,27,29,19,20,40,30,37,15,27,29,37,50,29,42,39,38
2079,21,17,29,25,31,13,23,25,29,23,25,24,24,25,31,41,24,40,29,35,33,34,49,42,30,32,22,35
2080,33,22,31,36,24,26,29,33,33,32,16,23,28,28,29,36,34,25,29,39,32,39,30,46,32,43,30,37
2081,33,17,27,20,27,15,23,33,28,29,18,34,33,29,31,26,26,24,38,33,30,43,53,54,40,33,33,43
2082,24,23,39,25,30,22,27,37,38,38,25,29,39,34,27,43,33,14,37,24,30,33,35,51,32,38,32,37
2083,23,25,29,32,42,27,30,25,28,44,29,34,18,30,56,22,38,29,37,21,34,35,37,48,38,32,39,38
2084,17,22,34,27,47,28,29,32,27,36,19,37,21,29,27,32,48,33,36,41,36,51,46,47,30,42,26,40
2085,35,26,32,19,28,23,27,29,27,45,16,29,29,29,31,33,45,28,33,28,33,33,30,41,27,30,36,33
2086,28,25,33,12,32,4,22,25,39,32,17,36,20,28,35,35,36,31,33,30,33,35,41,44,37,42,46,41
2087,18,28,26,35,32,19,26,33,20,34,29,39,23,30,28,30,43,25,39,39,34,35,48,46,24,34,43,38
2088,29,22,35,24,24,20,26,39,29,39,29,35,26,33,23,23,32,40,26,35,30,47,45,44,26,47,43,42
2089,26,29,23,20,38,28,27,27,23,24,27,40,31,29,41,33,29,44,37,25,35,49,46,49,34,45,33,43
2090,34,36,41,22,32,23,31,27,51,23,24,35,29,32,39,31,26,25,29,31,30,29,39,33,39,40,33,36
2091,32,22,31,13,27,17,24,35,42,33,19,24,19,29,24,40,39,22,30,32,31,41,39,31,42,43,44,40
2092,26,36,32,22,27,29,29,37,29,42,26,39,31,34,25,34,40,24,41,20,31,43,45,55,41,45,26,43
2093,18,29,33,23,25,30,26,34,35,41,24,45,32,35,35,35,40,26,37,31,34,45,44,42,26,47,41,41
2094,28,31,24,36,30,16,28,33,24,36,22,32,26,29,19,35,36,19,33,25,28,33,56,44,27,32,34,38
2095,23,25,30,26,22,18,24,17,34,34,29,36,31,30,35,39,26,35,39,25,33,32,38,35,31,45,45,38
2096,34,32,31,22,25,11,26,23,39,45,25,34,44,35,22,43,43,16,37,36,33,44,45,38,31,43,31,39
2097,28,29,23,20,22,24,24,29,22,31,23,31,30,28,38,41,43,38,31,33,37,42,40,41,40,51,32,41
2098,31,38,39,31,24,15,30,30,42,42,30,40,35,37,37,36,36,42,23,32,34,46,45,37,45,48,38,43
2099,22,29,20,32,34,35,29,27,26,38,30,26,25,29,33,39,33,38,35,41,37,35,43,38,31,48,36,39
2100,23,17,32,19,27,19,23,28,23,27,30,45,32,31,,29,29,24,,43,31,43,53,53,35,50,35,45
